,description_x,description_y,similarity
1940,valeant pharmaceuticals in(cdn),valeant pharmaceuticals intl inc cda com isin#ca1,0.058309037900874626
1941,vang midcap idx inst,vanguard mid-cap index fund inst,0.11930926216640503
1942,vanguard energy index,vanguard energy etf,0.3061224489795918
1943,interactive brokers group inc com isin #us2 sedol #b1wt4x2,interactive brokers group inc,0.02857142857142857
1944,ishares s&p 500 grwth etf div: 1.752,ishares s&p 500 growth etf,0.11930926216640503
1945,vanguard equity income fund admiral shares,vanguard equity-income adm,0.0748299319727891
1946,walgreens boots alliance inc,walgreens boots alliance inc com,0.3755102040816327
1947,novo-nordisk a/s-spons adr,novo-nordisk a s adr isin #us6 sedol #2651202,0.03628117913832199
1948,vanguard ext market index inst,vanguard ext. market idx adm,0.2193877551020408
1949,vang tot bd mkt inst,vanguard total bond market index fund institutional plus,0.015444015444015448
1950,powershares qqq trust se,powershares qqq trust series,0.3755102040816327
1951,intel corp,intel corp div: 1.040,0.13265306122448978
1952,vanguard gnma fund admiral shares,vanguard gnma inv,0.06874328678839957
1953,westport innovation newf,westport innovations inc,0.3061224489795918
1954,freeport mcmoran copper and gold inc,freeport-mcmoran inc,0.0748299319727891
1955,vgrd ftse all wrld ex us sml cap etf,vgrd ftse all wrld ex ussml cap etf,1.0
1956,bank of america corp,bank america corp,0.4795918367346939
1957,vanguard small cap etf div: 2.113,vanguard small-cap index fund,0.10787172011661807
1958,polaris industries,polaris industries inc com,0.19047619047619047
1959,pim total rt inst,pimco total return cl a,0.14842300556586271
1960,p/qma sm cap val q,ev lg cap value i,0.14842300556586271
1961,vanguard small cap index fund - admiral,vang sm cap idx inst,0.049689440993788817
1962,dfa emerging markets core equi ty,dfa emerging markets core,0.19047619047619047
1963,general motors company com,general motors co common shares,0.11930926216640503
1964,schlumberger ltd div: 2.000,schlumberger ltd f,0.14842300556586271
1965,metropolitan west total return bond plan fund,metropolitan west total return bond plan class shares,0.11930926216640503
1966,kla-tencor corporation cmn,kla-tencor corp -,0.14842300556586271
1967,syngenta ag - adr,syngenta ag-adr,0.6530612244897959
1968,ivy mid cap growth cl a,voya large cap growth port inst,0.08163265306122448
1969,american mutual fund cl a,amer funds american mutual fund class f2,0.08163265306122448
1970,energy transfer partners unit ltd partnership,energy transfer partners lp com,0.06874328678839957
1971,canadian natl ry co f,canadian national railway,0.14842300556586271
1972,vanguard ftse emerg mkts etf,vanguard emerging market etf,0.11930926216640503
1973,schwab intl small cap equity etf,schwab internatnal small cap eqy etf,0.14842300556586271
1974,pimco total return fund cl d,fund: pimco total return admin,0.09795918367346938
1975,glenmede smcap eq is,glenmede small cap equity fund instl cl,0.06326530612244899
1976,sierra wireless inc can com,sierra wireless inc,0.19047619047619047
1977,google inc cl c non vtg non voting shares,google inc class c,0.03352769679300291
1978,trp retirement 2050,t. rowe price 2050 fund,0.08928571428571429
1979,wisdomtree tr japan hedged equity fd,wisdomtree japan hedged eq,0.14842300556586271
1980,visa inc cl a,visa inc class a shares,0.14842300556586271
1981,biomarin pharmaceutical inc.,biomarin pharmaceuticals,0.3061224489795918
1982,textainer group hldgs ltd com stk,textainer group hldg f,0.11930926216640503
1983,oakmark equity & income fd cl i,oakmark equity and income fund class i,0.19047619047619047
1984,timken company,timken co,0.3061224489795918
1985,ishares trust core s&p small-cap etf,ishares s&p small-cap fund,0.08928571428571429
1986,vang 500 index adm,vanguard 500 index admiral fund,0.10787172011661807
1987,orchid is cap inc com,modine mfg co com,0.09795918367346938
1988,l-3 commnctns hldgs,l-3 communications corp com,0.10787172011661807
1989,vanguard emrg mkts stk index fd inv shrs,vanguard emerging markets stock index fund investor shares,0.06874328678839957
1990,ishares msci usa min vol etf,ishares msci usa min vol etf div: 0.844,0.13265306122448978
1991,caseys gen stores,caseys gen stores inc com,0.19047619047619047
1992,pimco total return fund cl p,pimco total return a,0.1673469387755102
1993,am beacon large cp val,american beacon lg cap val planahd,0.06874328678839957
1994,natus medical inc com,natus medical inc,0.3755102040816327
1995,oppenheimer intl bond fd cl y,oppenheimer international bond fund,0.08928571428571429
1996,twitter inc,twitter inc com,0.3755102040816327
1997,ishares core us treasury bond etf,ishares trust core us treasury bond etf,0.2565597667638484
1998,vanguard small cap index fund - admiral,vanguard small-cap index fund institutional shares,0.06874328678839957
1999,american tower reit inc (hldg co) shs,american tower corp new com,0.0748299319727891
2000,alphabet inc class c,alphabet inc shs cl c,0.2565597667638484
2001,vnguard total bond market index adm,vanguard total bond market idx-adm,0.3755102040816327
2002,vanguard total international bond etf,vanguard total intl bond index etf,0.11930926216640503
2003,vanguard energy etf,vanguard worlds fds vanguard energy etf,0.058309037900874626
2004,safety ins group inc com,safety ins group inc,0.3755102040816327
2005,tjx cos inc new com isin #us8725401090 sedol #2989301,tjx cos inc new com isin #us0 sedol #2989301,0.1673469387755102
2006,schlumberger ltd div: 2.000,schlumberger ltd slb,0.14842300556586271
2007,eaton corp plc com,eaton corp plc,0.3755102040816327
2008,fortinet inc,fortinet inc.,1.0
2009,vanguard intrmdt trm etf,vanguard intermediate term cor etf,0.14842300556586271
2010,u s bancorp,us bancorp (new),0.2193877551020408
2011,vanguard emerging markets etf,vanguard ftse emerging markets etf,0.3061224489795918
2012,wisdom tree europe hedged eq,wisdomtree europe hedged equity fund,0.14842300556586271
2013,aberdeen asia pacific in,aberdeen asia pacific incom fd com isin #us0 sedol #2339304,0.017006802721088433
2014,metropolitan west totret bdm,metwest tot rtn bd i,0.08928571428571429
2015,vanguard total bond market index i,vanguard total bond market index fund institutional plus,0.049689440993788817
2016,immunocellular therapeutics com,immunocellular thera,0.13265306122448978
2017,ishares s&p mid-cap value etf,ishares s&p midcap 400 value etf,0.3061224489795918
2018,vanguard total intl stk index,vanguard total intl stock index admiral,0.14842300556586271
2019,pimco low duration instl,pimco low duration fund cl d,0.2193877551020408
2020,vanguard index fds formerly vanguard index tr to 05/24/2001 s&p 500 etf shs new,vanguard index fds formerly vanguard index tr to 05/24/2001,0.058309037900874626
2021,biomarin pharmaceuticals,biomarin pharmaceutical inc.,0.3061224489795918
2022,pimco total return fund - class r,mainstay retirement 2050 fund (class i),0.049689440993788817
2023,progressive corp - ohio,progressive corp ohio,0.6530612244897959
2024,vanguard world fund extd duration treas etf,vanguard extended duration treasury index etf,0.058309037900874626
2025,vanguard small cap etf iv,vanguard small cap etf,0.4795918367346939
2026,troweprc blue chip growth fund adv,t. rowe price blue chip growth adv,0.14842300556586271
2027,nike inc b div: 0.640,nike inc,0.10787172011661807
2028,broadcom ltd shs div: 1.960,broadcom ltd f,0.09795918367346938
2029,american beacon fds internatio nal equity y,american beacon international equity y fund,0.14842300556586271
2030,joy global inc,joy global inc del com,0.19047619047619047
2031,proshares s&p 500 dividend aristocrats,proshares trust s&p 500 divid aristocrats etf isin #us3 sedol #bfn8py4,0.012558869701726844
2032,pimco total return a,pimco total return fund - class r,0.10787172011661807
2033,time warner inc new com new,time warner inc.,0.11930926216640503
2034,vanguard short term tax exempt admiral share,vanguard short term tax exempt investor,0.14842300556586271
2035,pimco income fund cl d,pimco fds income instl,0.13265306122448978
2036,verizon communications vz,verizon communications inc. cmn,0.19047619047619047
2037,facebook inc com usd0.000006 cl a,"facebook, inc. cmn class a",0.06874328678839957
2038,oracle corporation,oracle corp com isin #us68389x1054,0.05380333951762523
2039,visa inc class a,visa inc-class a shares,0.19047619047619047
2040,templeton global bond class a,templeton global bond fund r,0.2565597667638484
2041,carrizo oil & gas,carrizo oil & gas inc,0.3755102040816327
2042,united technologies corp div: 2.560,united technologies corp,0.13265306122448978
2043,bank new york mellon corp com,bank of ny mellon co,0.10787172011661807
2044,vanguard utilities etf,vanguard world fds vanguard utils etf,0.058309037900874626
2045,vanguard short term bond index admiral,vanguard short-term bond index fund admiral shares,0.10787172011661807
2046,alphabet inc,alphabet,0.3755102040816327
2047,spartan intl index investor class,fidelity spartan international index inv,0.03096410978184377
2048,cbs corp new cl b,cbs corp new cl b shrs div: 0.600,0.08163265306122448
2049,vanguard 500 index fund admiral,vanguard 500 index fund - admiral,0.6530612244897959
2050,fidelity small cap growth,fid small cap growth,0.3061224489795918
2051,xo group inc com,brookdale sr living inc com,0.08163265306122448
2052,keycorp,keycorp inc,0.3755102040816327
2053,vanguard total bond market index fund admiral shares,vanguard ttl bnd mrk indx inst,0.04244897959183674
2054,breitburn energy partners unit limited partnership interest,breitburn energy ptn lp,0.015444015444015448
2055,bridgepoint education,bridgepoint ed inc com,0.2193877551020408
2056,coach inc,coach inc com,0.3755102040816327
2057,united states oil etf,united states oil fund lp unit,0.11930926216640503
2058,fidelity msci consumer staples index etf,fidelity cap tr disciplnd eqty,0.04591836734693877
2059,federated invs pa class b,artisan part asset class a,0.0748299319727891
2060,vanguard ttl bond mkt idx adm,vanguard total bond market index fund institutional shares,0.02423469387755102
2061,vanguard ftse emerg mkts etf,vanguard msci emerging markets etf,0.14842300556586271
2062,amer funds europac r4 m4741,american funds europacific growth r4,0.08163265306122448
2063,pimco total ret fd instl,pimco tot return adm,0.14842300556586271
2064,visa inc cl a,visa inc cl a shrs,0.3061224489795918
2065,dte energy comp 5.25%pfd due 12/01/62subj to xtro redemption,associated ban 6.125%pfd due 12/31/49subj to xtro redemption,0.06326530612244899
2066,vanguard scottsdale fds intermediate term corporate bond ind,vanguard intermediate term cor p bond et,0.04244897959183674
2067,kimberly clark corp cmn,kimberly-clark corp.,0.3061224489795918
2068,vanguard interm-term investment-grde adm,vanguard int term inv grade,0.08163265306122448
2069,sector spdr tr shs ben int financial,select sector spdr trust financial select sector fund,0.018658892128279883
2070,sprott physical gold trust unit isin #ca85207h1047 sedol #b6,sprott physical gold etv,0.012558869701726844
2071,ultra petroleum corp,ultra petroleum corp ord,0.3755102040816327
2072,vanguard small cap index - a,vnguard index trust small cap idx instl,0.058309037900874626
2073,vanguard small cap value etf,us small-cap value,0.11930926216640503
2074,van small cap index admir,vanguard small-cap index fund inst,0.10787172011661807
2075,apple inc com,apple inc aapl,0.3755102040816327
2076,vanguard total bond market index-admiral,vanguard total bond market index fund institutional shares,0.049689440993788817
2077,valero energy corp new com,valero energy corp new -,0.4795918367346939
2078,pimco fds income fund cl d,pimco income a,0.10787172011661807
2079,pimco income fund cl d,pimco incm inst cl,0.19047619047619047
2080,pimco total return fund - class r,pimco tot return adm,0.08928571428571429
2081,american tower corporation reit,american tower corporation com usd0.01,0.13265306122448978
2082,nxp semiconductor nv com,nxp semiconductors f,0.2565597667638484
2083,pimco fds income fund cl d,pimco income instl,0.13265306122448978
2084,sierra wireless inc com,sierra wireless inc com isin #ca4 sedol #2418968,0.0392464678178964
2085,vanguard mid-cap index fund institutional plus shares,vanguard mid-cap index,0.02423469387755102
2086,vanguard mid-cap value index fund,vanguard crsp us mid cap value inde etf,0.09795918367346938
2087,liberty media corp ser a,liberty media corp delaware cl a,0.1673469387755102
2088,blkrk hi yld bd inst,blackrock high yld bond port class c,0.06326530612244899
2089,arcelormittal sa (luxembourg),arcelormittal cl a adr,0.10787172011661807
2090,eaton vance floating rate & high inc a,eaton vance floating rate high income fund class a,0.08163265306122448
2091,"incyte genomics, inc",incyte corp,0.11930926216640503
2092,criteo s a,criteo sa-spon adr,0.19047619047619047
2093,alibaba group hldg adr fsponsored adr 1 adr reps 1 ord,alibaba grp sp adr (cayman islands),0.02040816326530612
2094,sirius xm hldgs inc com,sirius xm hldgs inc,0.3755102040816327
2095,opp intl growth - a oppenheimer funds,oppenheimer international growth fund class a,0.02040816326530612
2096,fid balanced,fidelity fds balanced fd,0.11930926216640503
2097,mobile telesystems ojsc ads,mobile telesystems pjsc sponsored adr,0.11930926216640503
2098,vanguard reit etf,vanguard reit etf iv,0.4795918367346939
2099,pimco total return fund instl cl,pimco total return,0.09795918367346938
2100,metwest tot rtn bd m,metropolitan west total return bond i,0.06874328678839957
2101,guggenheim bulletshares 2018 high yield corp bd,guggenheim bulletshares 2018,0.06326530612244899
2102,fidelity international discovery,fid intl discovery,0.09795918367346938
2103,american express co cm,american express co,0.4795918367346939
2104,conocophillips,conocophillips corp com,0.1673469387755102
2105,vf corporation,v f corporation,1.0
2106,american beacon lg cap val planahd,american beacon large value,0.10787172011661807
2107,pimco total return fund cl p,fund: pimco total return admin,0.09795918367346938
2108,pim total rt inst,pimco total return fund cl d,0.09795918367346938
2109,johnson & johnson com,johnson and johnson,0.2193877551020408
2110,vanguard mid cap growth index adm,vanguard mid-cap growth fund,0.1673469387755102
2111,vanguard growth etf div: 1.388,vanguard growth etf iv,0.19047619047619047
2112,pfizer inc com,pfizer incorporated,0.19047619047619047
2113,pimco fds income fund cl d,pimco income administrative,0.0748299319727891
2114,vanguard mid-cap value etf,vanguard mid cap value etf div: 2.308,0.11930926216640503
2115,wisdomtree investments inc com,wisdomtree investmnt,0.14842300556586271
2116,merrimack pharmaceuticals inc com,"merrimack pharmaceuticals, inc.",0.3061224489795918
2117,ishares russell 1000 growth,ishares russell 1000 gr etf,0.4795918367346939
2118,exxon mobil corp -,exxon mobil corp | e005207,0.1673469387755102
2119,blackrock high yield bond portfolio svc,blackrock hi yield bd ptf inst,0.11930926216640503
2120,pimco commodity real return inst,pimco commodity real return strat inst,0.2565597667638484
2121,vanguard small-cap index fund admiral,vang sm cap idx inst,0.05380333951762523
2122,pg&e corp,pg & e corp,0.6530612244897959
2123,pimco total return fd cl c,fund: pimco total return admin,0.11930926216640503
2124,dfa us targeted value i,dfa us targeted value fund,0.3755102040816327
2125,ishares barclays short treasury bond fun,ishares short-term treasury bond etf,0.08163265306122448
2126,intercontinentalexchange group div: 3.400,intercontinental exchange inc com usd0.01,0.08928571428571429
2127,vanguard 500 index investor cl,vanguard 500 index fund investor shares,0.13265306122448978
2128,american capital world grth & inc a,capital world growth and income fund,0.05380333951762523
2129,vanguard short term corp bond index fund etf,vanguard short-term corporate bond etf,0.11930926216640503
2130,union pacific corp div: 2.200,union pac corporation,0.08928571428571429
2131,costco wholesale corp,costco wholesale corp new,0.3755102040816327
2132,vanguard mid cap index admiral,vanguard mid capitalization index fund,0.06874328678839957
2133,alexion pharmaceuticals inc,alexion pharmaceuticals inc.,1.0
2134,general dynamics crp,genl dynamics corp com,0.19047619047619047
2135,bce inc f,bce inc,0.6530612244897959
2136,prudential jennison natural resources z,prudential jennison ^,0.06326530612244899
2137,delta air lines inc com,delta air lines inc dela new,0.19047619047619047
2138,cognizant tech solutns a,cognizant tech solutions corp,0.2565597667638484
2139,pimco investment grade corporate bond fund - class a,fid conservative income bond fund,0.02040816326530612
2140,eli lilly & co com,lilly eli &co com npv,0.13265306122448978
2141,dfa comm strategy i,dfa commodity strategy port,0.1673469387755102
